,index,movie,name,gender,character,mentions,count,total centrality,average centrality
977,977,vivah,girl,female,middle,1,15,78.5,5.233333333
978,978,vivah,rajni,female,"aunt, daughter, aunt, daughter",2,19,0.0,0.0
979,979,aaja_nachle,friend,female,old,2,13,18.0,1.384615385
980,980,aaja_nachle,laila,female,ideal,6,46,208.0,4.52173913
981,981,aaja_nachle,dia,female,"daughter, wife, daughter, wife",36,398,4398.166667,11.05067002
982,982,anjaam,shivani,female,"mother, sister, aunt, mother, sister, aunt, mother, sister, aunt",65,490,1733.9166670000002,3.5386054419999997
983,983,anjaam,shivani,female,"mother, sister, aunt, mother, sister, aunt, mother, sister, aunt",65,490,1752.1666670000002,3.57585034
984,984,anwar,mehru,female,"daughter, daughter",5,33,37.0,1.121212121
985,985,anwar,anwar,female,mother,12,117,187.0,1.5982905980000002
986,986,anwar,daughter,female,attractive,1,11,133.0,12.09090909
987,987,awarapan,girl,female,"young,  dead,  pakistani",2,45,366.3333333,8.140740741
988,988,awarapan,reema,female,"young,  reluctant",27,282,3897.666667,13.821513000000001
989,989,bhool_bhulaiyaa,radha,female,happy,9,76,844.0,11.10526316
990,990,bhool_bhulaiyaa,manjulika,female,content,23,228,571.0,2.504385965
991,991,the_blue_umbrella,girl,female,young,1,13,166.0,12.76923077
992,992,buddha_mar_gaya,sister,female,"spinster,  twin",1,36,0.0,0.0
993,993,buddha_mar_gaya,kim,female,starlet,1,22,456.16666669999995,20.73484848
994,994,cheeni_kum,woman,female,"beautiful,  indian",1,8,7.0,0.875
995,995,dhol,girl,female,wealthy,2,9,8.0,0.8888888890000001
996,996,dhol,ritu,female,rich,17,117,872.5,7.4572649570000005
997,997,eklavya:_the_royal_guard,prince,female,young,6,65,440.66666669999995,6.779487179
998,998,eklavya:_the_royal_guard,sister,female,"challenged,  twin",1,15,209.0,13.93333333
999,999,hattrick,daughter,female,teenage,1,4,9.0,2.25
1000,1000,heyy_babyy,isha,female,"daughter, daughter",30,258,377.3333333,1.4625323000000001
1001,1001,jab_we_met,girl,female,"energetic,  talkative",1,5,16.0,3.2
1002,1002,just_married,anu,female,"wife, emotional",3,43,91.0,2.11627907
1003,1003,just_married,sarah,female,girlfriend,5,53,66.5,1.2547169809999998
1004,1004,just_married,anaiya,female,sister,4,44,105.0,2.386363636
1005,1005,laaga_chunari_mein_daag,chutki,female,"sister, sister, sister",25,174,27.0,0.155172414
1006,1006,laaga_chunari_mein_daag,girl,female,exclusive,2,11,29.2,2.654545455
1007,1007,life_mein_kabhie_kabhiee,mother,female,widowed,1,5,17.0,3.4
1008,1008,manorama_six_feet_under,woman,female,affluent,8,70,455.16666669999995,6.502380952
1009,1009,manorama_six_feet_under,manorama,female,"daughter, daughter, daughter",11,133,47.0,0.353383459
1010,1010,manorama_six_feet_under,nimmi,female,nagging,7,53,396.5,7.481132075
1011,1011,manorama_six_feet_under,sheetal,female,real,6,48,165.5,3.447916667
1012,1012,manorama_six_feet_under,daughter,female,"biological,  illegitimate",4,15,72.0,4.8
1013,1013,marigold,actress,female,"american,  young",1,33,463.0,14.03030303
1014,1014,mumbai_salsa,maya,female,mother,17,181,2777.3583329999997,15.34452118
1015,1015,my_bollywood_bride,reena,female,"mother, mother, mother",16,201,3633.5,18.07711443
1016,1016,namastey_london,woman,female,"beautiful,  young",1,11,124.0,11.27272727
1017,1017,the_namesake,woman,female,white,1,14,192.0,13.71428571
1018,1018,the_namesake,moushumi,female,wife,2,23,237.0,10.30434783
1019,1019,om_shanti_om,bela,female,"mother, mother",1,15,35.0,2.333333333
1020,1020,om_shanti_om,sandy,female,real,10,72,306.5,4.256944444
1021,1021,red_swastik,mother,female,single,1,24,212.0,8.833333332999999
1022,1022,red_swastik,sarika,female,"mother, mother, mother",11,116,783.2333332999999,6.752011494
1023,1023,saawariya,girl,female,mysterious,1,3,4.0,1.333333333
1024,1024,shakalaka_boom_boom,ruhi,female,hot,12,132,145.0,1.098484848
1025,1025,ta_ra_rum_pum,princess,female,"sister, sister, sister",9,120,248.0,2.066666667
1026,1026,traffic_signal,girl,female,gentle,1,12,53.0,4.416666667
1027,1027,welcome,sanjana,female,"mother, mother",18,176,93.5,0.53125
1028,1028,welcome,sister,female,kindhearted,2,28,117.83333329999999,4.208333333
1029,1029,sunday,sehar,female,safe,40,308,520.0,1.6883116880000002
1030,1030,jodhaa_akbar,daughter,female,beautiful,2,47,572.0,12.17021277
1031,1031,black_and_white,daughter,female,young,1,2,2.0,1.0
1032,1032,race,mini,female,"idiotic,  assistant",1,5,24.0,4.8
1033,1033,race,sophia,female,"assistant,  personal",10,113,192.0,1.699115044
1034,1034,shaurya,girl,female,little,2,19,70.5,3.710526316
1035,1035,u_me_aur_hum,woman,female,elderly,3,53,297.0,5.603773585
1036,1036,jimmy,woman,female,young,1,16,98.0,6.125
1037,1037,sarkar_raj,shankar,female,"daughter, wife, daughter, wife",18,178,841.8333332999998,4.729400749
1038,1038,de_taali,girl,female,right,3,40,339.25,8.48125
1039,1039,jaane_tu..._ya_jaane_na,girl,female,"impulsive,  romantic,  right,  sweet",4,34,422.0,12.41176471
1040,1040,jaane_tu..._ya_jaane_na,aditi,female,delighted,37,339,567.0,1.672566372
1041,1041,jaane_tu..._ya_jaane_na,mahant,female,girl,1,4,5.0,1.25
1042,1042,love_story_2050,sana,female,beloved,9,91,65.0,0.7142857140000001
1043,1043,love_story_2050,girl,female,"arrogant,  sweet",2,28,186.5,6.660714286
1044,1044,ugly_aur_pagli,kuhu,female,drunk,6,63,369.5,5.865079365
1045,1045,bachna_ae_haseeno,mother,female,perfect,1,8,9.0,1.125
1046,1046,bachna_ae_haseeno,girl,female,"modern,  capable,  sweet,  dreamy",3,51,920.8333332999998,18.05555556
1047,1047,bachna_ae_haseeno,woman,female,feisty,1,20,372.0,18.6
1048,1048,phoonk,raksha,female,"grandmother, grandmother",17,156,308.3333333,1.976495726
1049,1049,welcome_to_sajjanpur,mother,female,hurried,1,14,72.0,5.1428571430000005
1050,1050,welcome_to_sajjanpur,munni,female,eunuch,3,46,202.83333330000002,4.40942029
1051,1051,welcome_to_sajjanpur,kamla,female,"mother, daughter, mother, daughter, mother, daughter, kisses",12,95,122.16666670000001,1.285964912
1052,1052,kidnap,sonia,female,"mother, grandmother, mother, grandmother",15,137,220.0,1.605839416
1053,1053,kidnap,mallika,female,mother,22,143,157.0,1.097902098
1054,1054,kidnap,daughter,female,captive,7,60,272.3333333,4.538888889
1055,1055,hello,esha,female,girlfriend,9,89,1172.75,13.17696629
1056,1056,karzzzz,kamini,female,"mother, sister",10,100,447.33333330000005,4.473333333
1057,1057,karzzzz,ravi,female,"mother, sister",15,97,138.0,1.4226804119999998
1058,1058,roadside_romeo,mini,female,disguised,3,98,333.0,3.397959184
1059,1059,golmaal_returns,girl,female,deaf,1,6,24.0,4.0
1060,1060,golmaal_returns,woman,female,"attractive,  young",3,43,175.5,4.081395349
1061,1061,golmaal_returns,esha,female,sister,3,22,61.0,2.772727273
1062,1062,fashion,janet,female,"mother, mother",4,35,76.0,2.171428571
1063,1063,fashion,meghna,female,wife,58,414,1449.5,3.501207729
1064,1064,fashion,gujral,female,supermodel,1,21,72.0,3.428571429
1065,1065,ek_vivaah..._aisa_bhi,chandni,female,"sister, wife, sister, wife",10,136,473.66666669999995,3.4828431369999997
1066,1066,yuvvraaj,banton,female,"girlfriend, girlfriend",5,83,878.0,10.57831325
1067,1067,oye_lucky!_lucky_oye!,sonal,female,lovely,1,15,291.947619,19.463174600000002
1068,1068,oye_lucky!_lucky_oye!,singh,female,special,2,52,1387.0,26.67307692
1069,1069,sorry_bhai!,aaliyah,female,fiancee,6,62,735.5,11.86290323
1070,1070,maharathi,malika,female,"wife, wife",13,140,736.5,5.260714286
1071,1071,meerabai_not_out,meera,female,"mother, wife, mother, wife, mother, wife",10,85,0.0,0.0
1072,1072,gumnaam__the_mystery,actress,female,"aspiring,  lead",2,17,211.5,12.44117647
1073,1073,gumnaam__the_mystery,woman,female,"rich,  dead",2,25,115.33333329999999,4.613333333
1074,1074,rab_ne_bana_di_jodi,gupta,female,beautiful,1,11,91.0,8.272727273
1075,1075,luck_by_chance,actress,female,"big,  independent",4,48,707.0,14.72916667
1076,1076,luck_by_chance,nikki,female,"mother, girlfriend, mother, girlfriend",15,138,1608.266667,11.65410628
1077,1077,luck_by_chance,neena,female,"daughter, daughter",11,126,423.0,3.357142857
1078,1078,luck_by_chance,mishra,female,young,1,12,81.0,6.75
1079,1079,delhi-6,roshan,female,"grandmother, grandmother, mother, daughter, mother, grandmother, grandmother, mother, daughter, mother",53,509,1710.0,3.359528487
1080,1080,delhi-6,annapurna,female,"grandmother, grandmother",4,73,37.0,0.506849315
1081,1081,delhi-6,woman,female,young,2,16,0.0,0.0
1082,1082,little_zizou,khodaiji,female,"daughter, daughter, daughter",5,58,85.0,1.465517241
1083,1083,aloo_chaat,girl,female,muslim,4,54,172.08333330000002,3.186728395
1084,1084,aloo_chaat,nikki,female,american,4,58,1793.4119050000002,30.92089491
1085,1085,firaaq,woman,female,muslim,1,33,429.4833333000001,13.01464646
1086,1086,pyaar_impossible!,tanya,female,"daughter, daughter, daughter",22,154,1732.0,11.24675325
1087,1087,pyaar_impossible!,alisha,female,"daughter, daughter, daughter",30,239,776.6666667000001,3.249651325
1088,1088,pyaar_impossible!,girl,female,beautiful,2,27,81.0,3.0
1089,1089,pyaar_impossible!,daughter,female,unruly,2,55,343.5666667,6.246666667
1090,1090,ishqiya,verma,female,"wife, wife",14,141,552.0,3.9148936169999997
1091,1091,my_name_is_khan,zakir,female,adult,6,119,769.0,6.462184874
1092,1092,my_name_is_khan,radha,female,psychiatrist,1,8,20.0,2.5
1093,1093,my_name_is_khan,mandira,female,shattered,6,75,255.0,3.4
1094,1094,click,aarti,female,mother,17,195,1084.5,5.561538462000001
1095,1095,click,girl,female,young,2,16,105.0,6.5625
1096,1096,atithi_tum_kab_jaoge?,girl,female,cultured,0,0,0.0,0.0
1097,1097,atithi_tum_kab_jaoge?,woman,male,old,0,0,0.0,0.0
1098,1098,right_yaaa_wrong,radhika,female,"sister, sister",1,15,73.0,4.866666667
1099,1099,shaapit,girl,female,beautiful,5,39,71.5,1.8333333330000001
1100,1100,hum_tum_aur_ghost,woman,female,young,1,5,12.0,2.4
1101,1101,hum_tum_aur_ghost,gehna,female,frustrating,6,42,92.0,2.19047619
1102,1102,prem_kaa_game,girl,female,"new,  sizzling",1,29,461.5,15.913793099999998
1103,1103,prem_kaa_game,daughter,female,lovely,2,47,601.3333332999999,12.79432624
1104,1104,well_done_abba,sakina,female,"mother, mother",2,22,13.0,0.590909091
1105,1105,yamla_pagla_deewana,mary,female,canadian,4,63,391.5,6.214285714
1106,1106,yeh_saali_zindagi,priti,female,"girlfriend, girlfriend",9,102,652.5,6.397058824
1107,1107,angel,sister,female,challenged,3,27,10.0,0.37037037
1108,1108,tanu_weds_manu,girl,female,nice,4,69,697.4166667000001,10.10748792
1109,1109,yeh_faasley,arunima,female,"daughter, mother, daughter, mother, daughter, mother",28,200,175.5,0.8775
1110,1110,happy_husbands,diana,female,"wife, wife, wife, wife",11,112,14.0,0.125
1111,1111,happy_husbands,girl,female,beautiful,1,5,20.0,4.0
1112,1112,monica,woman,female,ambitious,1,17,287.5833333,16.91666667
1113,1113,players,charlie,female,"daughter, daughter",20,241,1130.666667,4.691562932
1114,1114,players,riya,female,accomplice,14,103,126.0,1.223300971
1115,1115,gali_gali_chor_hai,girl,female,"beautiful,  young",1,34,3114.433333,91.60098039
1116,1116,ekk_deewana_tha,jessie,female,"grandmother, sister, grandmother, sister",64,416,1743.0,4.189903846
1117,1117,jodi_breakers,maggie,female,"wife, wife",16,129,226.16666669999998,1.7532299740000001
1118,1118,say_yes_to_love,girl,female,beautiful,1,13,131.6666667,10.12820513
1119,1119,zindagi_tere_naam,woman,female,old,2,17,142.0,8.352941176
1120,1120,zindagi_tere_naam,girl,female,rich,1,13,49.0,3.769230769
1121,1121,krrish_3,priya,female,pregnant,11,93,350.5,3.768817204
1122,1122,krrish_3,kaya,female,"wife, wife",6,71,189.33333330000002,2.666666667
1123,1123,chennai_express,woman,female,young,2,33,790.0,23.93939394
1124,1124,chennai_express,meena,female,"daughter, daughter, daughter",20,167,169.66666669999998,1.0159680640000002
1125,1125,goliyon_ki_raasleela_ram-leela,leela,female,"mother, daughter, mother, daughter",26,365,810.5,2.220547945
1126,1126,race_2,omisha,female,"sister, sister",11,167,382.0,2.28742515
1127,1127,race_2,sonia,female,"sister, sister, deceased",7,54,198.5,3.675925926
1128,1128,aashiqui_2,aarohi,female,"mother, mother, broken",50,434,2619.8666670000002,6.03655914
1129,1129,bang_bang!,harleen,female,"grandmother, mother, grandmother, mother",128,870,6687.583333,7.686877395
1130,1130,jai_ho,geeta,female,sister,2,12,143.0,11.91666667
1131,1131,jai_ho,girl,female,disabled,1,17,197.0,11.58823529
1132,1132,ek_villain,girl,female,"spirited,  free",1,21,409.5,19.5
1133,1133,humpty_sharma_ki_dulhania,kavya,female,"daughter, daughter, daughter, daughter, daughter, daughter",61,399,2722.8833329999998,6.824269006000001
1134,1134,tevar,radhika,female,"sister, sister",35,215,338.5,1.574418605
1135,1135,alone,sanjana,female,"sister, sister",52,353,573.6666667000001,1.625118036
1136,1136,alone,anjana,female,"sister, sister",52,250,484.33333330000005,1.9373333330000002
1137,1137,baby,officer,female,undercover,2,21,21.0,1.0
1138,1138,dolly_ki_doli,woman,female,young,1,12,89.0,7.416666667
1139,1139,hawaizaada,sitara,female,local,7,86,149.83333330000002,1.7422480619999998
1140,1140,khamoshiyan:_silences_have_secrets,meera,female,"beautiful,  scared",36,314,1419.666667,4.521231423
1141,1141,shamitabh,pandey,female,assistant,1,11,84.0,7.6363636360000005
1142,1142,roy,tia,female,beautiful,11,65,94.5,1.453846154
1143,1143,badlapur,jhimli,female,girlfriend,6,85,256.0,3.011764706
1144,1144,qissa,neeli,female,"daughter, sister",37,358,1315.7,3.675139665
1145,1145,qissa,girl,female,young,6,66,574.1666667000001,8.699494949
1146,1146,dum_laga_ke_haisha,sandhya,female,"aunt, wife, aunt, wife, aunt, wife",37,277,685.3333332999999,2.474127557
1147,1147,badmashiyaan,woman,female,"young,  haughty",3,34,517.75,15.22794118
1148,1148,nh10,girl,female,dead,5,50,614.8333332999999,12.29666667
1149,1149,nh10,meera,female,"wife, wife",44,397,2679.666667,6.7497900920000005
1150,1150,hunterrr,jyotsna,female,beautiful,3,21,44.0,2.095238095
1151,1151,hunterrr,woman,female,"attractive,  married",2,23,314.6666667,13.68115942
1152,1152,hunterrr,girl,unknown,"pretty,  stunning,  orthodox",5,64,1232.333333,19.25520833
1153,1153,luckhnowi_ishq,sunaina,female,"sister, sister, sister",7,56,231.0,4.125
1154,1154,dharam_sankat_mein,shraddha,female,"daughter, daughter",7,70,167.5,2.392857143
1155,1155,dharam_sankat_mein,mother,female,late,1,10,43.0,4.3
1156,1156,dharam_sankat_mein,girl,female,young,1,22,184.0,8.363636364
1157,1157,margarita_with_a_straw,khanum,female,"young,  fiery",25,118,704.6666667000001,5.971751412000001
1158,1158,margarita_with_a_straw,girl,female,blind,1,16,281.5,17.59375
1159,1159,margarita_with_a_straw,shubhangini,female,traditional,5,55,302.5,5.5
1160,1160,margarita_with_a_straw,laila,female,"mother, mother, daughter, mother, mother, mother, mother, daughter, mother, mother",28,242,3388.5,14.00206612
1161,1161,gabbar_is_back,woman,female,"poor,  pregnant",3,29,312.3,10.76896552
1162,1162,kuch_kuch_locha_hai,woman,female,kenyan,4,44,128.0,2.9090909089999997
1163,1163,kuch_kuch_locha_hai,naina,female,"mother, mother, mother",21,199,312.0,1.567839196
1164,1164,kuch_kuch_locha_hai,mother,female,fake,1,7,10.0,1.428571429
1165,1165,kuch_kuch_locha_hai,kokila,female,"wife, wife",9,94,263.0,2.79787234
1166,1166,kuch_kuch_locha_hai,shanaya,female,"wife, wife",17,271,2346.3833329999998,8.658241082
1167,1167,kuch_kuch_locha_hai,daughter,female,"traditional,  homely",1,5,12.0,2.4
1168,1168,piku,piku,female,"mother, mother",23,242,830.3333332999999,3.431129477
1169,1169,tanu_weds_manu_returns,girl,female,new,3,13,66.5,5.115384615
1170,1170,tanu_weds_manu_returns,tanu,female,shocked,46,374,915.5,2.447860963
1171,1171,dil_dhadakne_do,neelam,female,"wife, wife, wife",9,145,752.3666667,5.188735632
1172,1172,dil_dhadakne_do,ayesha,female,"mother, mother, mother",36,266,638.3333332999999,2.399749373
1173,1173,hamari_adhuri_kahani,mother,female,single,3,64,422.16666669999995,6.596354167
1174,1174,hamari_adhuri_kahani,vasudha,female,"mother, mother, mother, mother",26,305,411.0,1.347540984
1175,1175,baahubali,woman,female,injured,1,11,34.0,3.0909090910000003
1176,1176,baahubali,warrior,female,rebellious,2,17,323.5,19.02941176
1177,1177,bajrangi_bhaijaan,woman,female,pregnant,1,26,276.25,10.625
1178,1178,bajrangi_bhaijaan,shahida,female,old,11,144,737.1666667000001,5.119212963
1179,1179,bajrangi_bhaijaan,rasika,female,"daughter, daughter",2,33,1432.166667,43.3989899
1180,1180,drishyam,daughter,female,adopted,1,13,66.0,5.076923077
1181,1181,drishyam,anju,female,daughter,7,61,72.0,1.180327869
1182,1182,all_is_well,inder,female,mother,51,368,985.3,2.677445652
1183,1183,welcome_back,ranjana,female,sister,12,113,4863.283332999999,43.0379056
1184,1184,kis_kisko_pyaar_karoon,deepika,female,"wife, mother",25,400,8349.161904999999,20.87290476
1185,1185,calendar_girls,nandita,female,"sister, wife, sister, wife",31,363,1655.0,4.55922865
1186,1186,calendar_girls,girl,female,escort,5,44,285.0,6.477272727000001
1187,1187,singh_is_bliing,sara,female,"mother, mother",52,390,1092.333333,2.8008547010000004
1188,1188,singh_is_bliing,woman,female,fat,3,27,258.5,9.574074074
1189,1189,jazbaa,mother,female,single,2,13,51.0,3.923076923
1190,1190,jazbaa,sia,female,"mother, mother",5,46,24.5,0.532608696
1191,1191,jazbaa,anuradha,female,"daughter, daughter, daughter, daughter",21,268,1715.5,6.401119402999999
1192,1192,jazbaa,woman,female,young,1,18,288.0,16.0
1193,1193,jazbaa,sanaya,female,"grandmother, grandmother",3,23,80.0,3.47826087
1194,1194,shaandaar,kamla,female,"daughter, daughter",3,30,0.0,0.0
1195,1195,yaara_silly_silly,girl,female,brothel,2,2,4.0,2.0
1196,1196,prem_ratan_dhan_payo,rajkumari,female,"mother, mother",4,62,589.6166667,9.509946237000001
1197,1197,prem_ratan_dhan_payo,chandrika,female,rich,2,62,2061.466667,33.24946237
1198,1198,x,actress,female,new,3,22,64.66666667,2.939393939
1199,1199,x,woman,female,pregnant,3,32,554.6666667000001,17.33333333
1200,1200,angry_indian_goddesses,su,female,"daughter, daughter",4,59,193.16666669999998,3.2740112989999997
1201,1201,bajirao_mastani,mastani,female,"daughter, mother, pregnant",33,276,1349.666667,4.890096618
1202,1202,mr_joe_b._carvalho,girl,female,wrong,1,4,10.0,2.5
1203,1203,mr_joe_b._carvalho,daughter,female,eloped,1,2,4.0,2.0
1204,1204,hasee_toh_phasee,girl,female,wrong,2,11,32.0,2.9090909089999997
1205,1205,hasee_toh_phasee,meeta,female,"sister, sister, sister, sister",27,337,835.0,2.4777448069999997
1206,1206,ya_rab,daughter,female,pregnant,1,11,34.0,3.0909090910000003
1207,1207,highway,veera,female,mother,12,137,90.0,0.656934307
1208,1208,shaadi_ke_side_effects,woman,female,working,1,25,230.33333330000002,9.213333333
1209,1209,shaadi_ke_side_effects,trisha,female,"mother, mother",27,277,776.3333332999999,2.8026474130000003
1210,1210,queen,vijay,female,fiance,13,121,356.3333333,2.944903581
1211,1211,queen,woman,female,"young,  pakistani,  sheltered,  liberal",3,56,944.3333332999998,16.86309524
1212,1212,total_siyapaa,woman,female,indian,1,10,116.0,11.6
1213,1213,ragini_mms_2,mother,female,insane,3,50,103.66666670000001,2.0733333330000003
1214,1214,ragini_mms_2,ragini,female,real,5,57,186.0,3.263157895
1215,1215,ragini_mms_2,actress,female,lead,2,24,178.16666669999998,7.4236111110000005
1216,1216,ragini_mms_2,woman,female,married,3,66,216.33333330000002,3.277777778
1217,1217,main_tera_hero,ayesha,female,"daughter, daughter",22,150,278.8333333,1.8588888890000002
1218,1218,the_xpose,zara,female,"wife, wife",19,170,1024.7,6.0276470589999995
1219,1219,the_xpose,actress,female,new,1,5,20.0,4.0
1220,1220,heropanti,renu,female,"daughter, daughter",26,203,859.8333332999998,4.235632184
1221,1221,kochadaiiyaan,yaaghavi,female,"mother, sister, mother, sister",2,28,69.0,2.464285714
1222,1222,kochadaiiyaan,vadhana,female,upset,11,126,113.66666670000001,0.902116402
1223,1223,city_lights,daughter,female,little,1,3,4.0,1.333333333
1224,1224,machhli_jal_ki_rani_hai,girl,female,young,2,21,72.16666667,3.436507937
1225,1225,machhli_jal_ki_rani_hai,urmi,female,quietly,4,10,11.0,1.1
1226,1226,humshakals,ashok,female,"desperate,  triplicate,  true,  real",19,268,3999.6333329999998,14.92400498
1227,1227,amit_sahni_ki_list,woman,female,perfect,3,42,706.0,16.80952381
1228,1228,pizza,girl,female,little,3,23,115.0,5.0
1229,1229,pizza,nikki,female,"daughter, daughter",16,160,141.5,0.884375
1230,1230,pizza,daughter,female,young,2,27,38.0,1.4074074069999998
1231,1231,mardaani,girl,female,teenage,1,4,20.0,5.0
1232,1232,finding_fanny,fanny,female,"daughter, daughter",9,107,795.0,7.429906542
1233,1233,3_a.m.,sarah,female,wife,4,60,378.6380952,6.310634921
1234,1234,chaarfutiya_chhokare,neha,female,"mother, mother, mother",9,124,213.0,1.717741935
1235,1235,dehraadun_diary,preeti,female,"daughter, mother, daughter, mother, daughter, mother",23,240,1011.666667,4.215277778
1236,1236,dehraadun_diary,girl,female,poor,1,21,270.0,12.85714286
1237,1237,matru_ki_bijlee_ka_mandola,bijlee,female,"mother, mother",15,235,6531.733333,27.79460993
1238,1238,akaash_vani,girl,female,conservative,1,8,10.0,1.25
1239,1239,akaash_vani,vani,female,"sister, aunt, sister, aunt",61,458,1882.0,4.109170306
1240,1240,vishwaroop,ashmita,female,young,1,4,13.0,3.25
1241,1241,mai...,mother,female,widowed,1,23,259.0,11.26086957
1242,1242,mai...,mai,female,mother,8,58,441.16666669999995,7.606321839
1243,1243,listen..._amaya,mother,female,widowed,2,25,123.0,4.92
1244,1244,listen..._amaya,leela,female,"mother, daughter, mother, daughter",2,25,43.0,1.72
1245,1245,jolly_llb,sandhya,female,"fiancee, fiancee",1,13,60.0,4.615384615
1246,1246,chashme_baddoor,seema,female,"grandmother, grandmother",53,343,5787.333333,16.87269193
1247,1247,chashme_baddoor,girl,female,"young,  good",3,37,223.5,6.040540541
1248,1248,ek_thi_daayan,misha,female,"dead,  little",19,165,1039.366667,6.299191919
1249,1249,ek_thi_daayan,tamara,female,"critical,  unknown",12,112,127.0,1.133928571
1250,1250,ek_thi_daayan,dutt,female,irresistible,1,10,57.0,5.7
1251,1251,ek_thi_daayan,diana,female,"undisguised,  rejuvenated",24,255,849.8333332999998,3.3326797389999996
1252,1252,chhota_bheem_and_the_throne_of_bali,woman,female,innocent,1,4,12.0,3.0
1253,1253,aurangzeb,veera,female,wife,21,146,1196.833333,8.197488584
1254,1254,aurangzeb,suman,female,pregnant,1,5,6.0,1.2
1255,1255,yamla_pagla_deewana_2,reet,female,"daughter, daughter",16,119,366.0,3.075630252
1256,1256,ankur_arora_murder_case,ankur,female,"mother, mother, mother",3,28,56.0,2.0
1257,1257,raanjhanaa,girl,female,muslim,2,21,252.0,12.0
1258,1258,ghanchakkar,neetu,female,wife,8,106,277.0,2.613207547
1259,1259,lootera,pakhi,female,"sick,  ailing",16,180,183.0,1.016666667
1260,1260,sixteen,girl,female,carefree,1,15,68.16666667,4.544444444
1261,1261,sixteen,nidhi,female,"mother, mother",12,106,205.5,1.938679245
1262,1262,boyss_toh_boyss_hain,woman,female,right,1,12,86.0,7.166666667
1263,1263,ramaiya_vastavaiya,girl,female,"traditional,  simple",1,20,176.5,8.825
1264,1264,calapor,jyotsna,female,reluctant,2,72,1402.4555560000001,19.47854938
1265,1265,madras_cafe,girl,female,little,1,13,80.0,6.153846154
1266,1266,shuddh_desi_romance,woman,female,independent,2,22,348.5,15.84090909
1267,1267,phata_poster_nikla_hero,officer,female,fake,2,29,182.0,6.2758620689999995
1268,1268,phata_poster_nikla_hero,kajal,female,"mother, mother, social",13,147,829.1666667000001,5.640589568999999
1269,1269,the_lunchbox,daughter,female,young,2,29,371.3333333,12.8045977
1270,1270,the_lunchbox,ila,female,"wife, mother, daughter, daughter, wife, mother, daughter, daughter, dejected",31,288,1609.166667,5.587384258999999
1271,1271,housefull_2,chintu,female,"daughter, daughter",15,164,334.1666667,2.037601626
1272,1272,housefull_2,dabboo,female,"daughter, daughter, daughter, daughter",9,92,96.5,1.048913043
1273,1273,vicky_donor,dolly,female,widowed,2,36,187.0,5.194444444
1274,1274,tezz,megha,female,"mother, mother, mother",2,12,19.0,1.5833333330000001
1275,1275,fatso!,nandini,female,beloved,3,32,302.0,9.4375
1276,1276,dangerous_ishq,girl,female,"young,  muslim",2,16,242.0,15.125
1277,1277,ishaqzaade,zoya,female,"daughter, mother, daughter, mother, daughter, mother",62,495,1791.0666670000003,3.618316498
1278,1278,ishaqzaade,daughter,female,widowed,4,52,321.96666669999996,6.191666667000001
1279,1279,rowdy_rathore,paro,female,"daughter, daughter",12,88,3.0,0.034090908999999996
1280,1280,rowdy_rathore,girl,female,little,1,17,295.5,17.38235294
1281,1281,teri_meri_kahaani,radha,female,"girlfriend, girlfriend, girlfriend",7,99,161.66666669999998,1.632996633
1282,1282,teri_meri_kahaani,girl,female,confident,1,12,108.0,9.0
1283,1283,teri_meri_kahaani,woman,female,young,1,12,107.66666670000001,8.972222222000001
1284,1284,teri_meri_kahaani,ruksar,female,popular,11,112,384.0,3.428571429
1285,1285,bol_bachchan,abbas,female,"sister, sister, sister, sister",24,200,3814.566667,19.07283333
1286,1286,cocktail,girl,female,"traditional,  shy,  ideal,  indian,  decent",4,54,448.83333330000005,8.311728395
1287,1287,cocktail,gautam,female,"mother, mother",41,295,1120.5,3.798305085
1288,1288,cocktail,meera,female,mother,53,382,902.4,2.362303665
1289,1289,cocktail,veronica,female,"mother, spirited,  free",30,273,658.8666667,2.4134310130000003
1290,1290,kyaa_super_kool_hai_hum,anu,female,"mother, mother",5,60,991.0,16.51666667
1291,1291,kyaa_super_kool_hai_hum,mother,female,dead,3,32,308.5,9.640625
1292,1292,kyaa_super_kool_hai_hum,rosemary,female,female,4,15,34.5,2.3
1293,1293,jism_2,izna,female,"fiancee, fiancee",82,680,3555.216667,5.2282598039999995
1294,1294,shirin_farhad_ki_toh_nikal_padi,mother,female,overbearing,3,22,24.66666667,1.121212121
1295,1295,jalpari:_the_desert_mermaid,shabri,female,housemaid,3,34,264.0,7.764705882
1296,1296,from_sydney_with_love,lubaina,female,cherubic,1,7,114.0,16.28571429
1297,1297,from_sydney_with_love,girl,female,small,1,37,2192.5,59.25675676
1298,1298,heroine,mahi,female,"wife, wife",27,321,428.6,1.335202492
1299,1299,heroine,actress,female,"veteran,  renowned",2,23,221.5,9.630434783
1300,1300,english_vinglish,shashi,female,"sister, daughter, sister, daughter",55,414,1541.5,3.723429952
1301,1301,aiyyaa,woman,female,eccentric,1,21,197.5,9.404761905
1302,1302,aiyyaa,meenakshi,female,"grandmother, mother, grandmother, mother",26,227,1234.333333,5.437591777000001
1303,1303,student_of_the_year,girl,female,popular,1,11,71.0,6.454545455
1304,1304,delhi_safari,begum,female,happy,10,109,114.0,1.04587156
1305,1305,luv_shuv_tey_chicken_khurana,daughter,female,secret,1,5,18.5,3.7
